deltaTime(s);Time(s);Roll(rad);Pitch(rad);Yaw(rad);RollSpeed(rad/s);PitchSpeed(rad/s);YawSpeed(rad/s) 
0.26885438;151.44113922;-0.01554820;-0.08635601;-0.21008971;0.05606351;-0.09245814;0.02314395 
0.23347330;151.67461252;0.00795688;-0.11813753;-0.20988694;0.14539839;-0.02477110;0.01928852 
0.24843025;151.92304277;-0.01322103;-0.09534223;-0.19269460;-0.11437148;0.31978300;0.11434272 
0.25923538;152.18227816;-0.01367757;-0.10158858;-0.16724831;0.10400958;0.04132276;0.10422601 
0.23978925;152.42206740;-0.04693172;-0.06323025;-0.13345450;-0.25644726;0.20241886;0.15720737 
0.26375556;152.68582296;-0.07387677;-0.04377720;-0.11394982;0.09688789;-0.01016844;-0.00651719 
0.23810959;152.92393255;-0.05148616;-0.06071927;-0.13685437;0.08934014;-0.11423951;-0.15255578 
0.24816847;153.17210102;-0.02860404;-0.08237523;-0.17287993;0.09848420;-0.03289860;-0.11089800 
0.25501275;153.42711377;0.00120491;-0.10163045;-0.17217344;-0.04842618;0.03553729;0.09458911 
0.24504542;153.67215919;-0.03364174;-0.07953102;-0.12616341;-0.19827031;-0.00113958;0.23465072 
0.25329137;153.92545056;-0.05234801;-0.06444623;-0.08418224;-0.07665230;0.00260637;0.13633201 
0.24824309;154.17369366;-0.05861646;-0.07377180;-0.05999117;0.03547755;0.02040423;0.09237113 
0.25318909;154.42688274;-0.06952715;-0.05400234;-0.05246267;-0.06622237;0.00544494;0.00055826 
0.24840927;154.67529202;-0.06522582;-0.08277419;-0.06513569;0.17244561;-0.29324195;-0.10711820 
0.24673986;154.92203188;-0.03430051;-0.35533893;-0.07882044;0.14185765;-1.05830741;-0.15586017 
0.24978375;155.17181563;-0.06819978;-0.36120418;-0.10022119;-0.15236893;0.52369171;-0.07064326 
0.25354576;155.42536139;-0.09877679;0.03405262;-0.14649996;-0.44611707;1.69984376;0.00783705 
0.24828577;155.67364717;-0.08337708;0.26046088;-0.17966963;0.41714475;0.45268306;-0.00959738 
0.25331759;155.92696476;0.01599616;-0.02615860;-0.18951108;0.50745904;-1.92215252;-0.13583197 
0.24822068;156.17518544;-0.00161905;-0.12827148;-0.19011520;-0.33839121;0.04031364;0.14084612 
0.24692416;156.42210960;-0.03770082;-0.09779641;-0.15099695;-0.14164981;0.15259413;0.15664084 
0.25482225;156.67693186;-0.04979375;-0.07000091;-0.10941643;0.07146145;-0.04131249;0.15739587 
0.24490285;156.92183471;-0.06654414;-0.05043066;-0.08227580;-0.06144111;0.06737775;0.09051480 
0.25382352;157.17565823;-0.06591804;-0.00976276;-0.07217178;0.10602664;0.13459867;0.04008333 
0.24871230;157.42437053;-0.05553693;0.03394529;-0.05920429;-0.13344759;0.19132909;0.04598228 
0.24758029;157.67195082;-0.06284922;0.03692836;-0.05553117;0.08385135;0.06767195;0.10577548 
0.25319362;157.92514443;-0.07032350;0.06056552;-0.03846658;-0.04681950;0.23575769;0.05066587 
0.25171590;158.17686033;-0.07364875;0.07350773;-0.02936377;-0.06551366;-0.00812250;0.04237948 
0.24488425;158.42174459;-0.07813875;0.06034532;-0.02374282;-0.08818686;0.05262814;-0.01928957 
0.25349975;158.67524433;-0.10496797;0.06379715;-0.04495161;0.17654248;0.08898921;-0.08940222 
0.25141716;158.92666149;-0.08735460;0.01829376;-0.07203490;0.06763555;-0.58418012;-0.17650214 
0.25498986;159.18165135;-0.07162359;-0.08002423;-0.10727327;0.06244090;-0.15031090;-0.11467484 
0.24508691;159.42673826;-0.07826554;-0.07622713;-0.12039641;-0.03125792;0.07968771;0.01381358 
0.25495291;159.68169117;-0.06943028;-0.11516301;-0.11276882;0.13922967;-0.20447664;0.02529249 
0.23985386;159.92154503;-0.04729828;-0.13275811;-0.10382786;0.19835925;-0.00152167;0.03060037 
0.25325799;160.17480302;-0.07196218;-0.12873395;-0.10960840;0.10253847;0.06589460;-0.04221950 
0.27747226;160.45227528;-0.05144810;-0.13509886;-0.11970094;0.11397346;-0.09432274;-0.01118557 
0.23445368;160.68672895;-0.01391611;-0.18320028;-0.12471051;0.08035815;-0.19546899;-0.01512578 
0.23855615;160.92528510;0.00845498;-0.24705148;-0.12744136;-0.04091382;-0.18177088;0.00998691 
0.25152802;161.17681313;0.01796958;-0.25508720;-0.11740658;-0.02675499;0.02980058;0.02404543 
0.25505066;161.43186378;-0.01373658;-0.25725514;-0.11435769;-0.06216462;-0.04875760;0.01760935 
0.24389458;161.67575836;-0.01731602;-0.26259303;-0.10255020;-0.00975381;0.01242977;0.05219377 
0.24853134;161.92428970;-0.02564103;-0.22890967;-0.09821753;0.10949771;0.41408849;0.00068050 
0.25239730;162.17668700;-0.04538901;-0.08923989;-0.11302303;-0.14961159;0.35808927;-0.07903411 
0.24492526;162.42161226;-0.05373855;-0.07447012;-0.13835339;0.01611621;0.03981086;-0.06356772 
0.25333524;162.67494750;-0.05764355;-0.06218726;-0.17244342;0.07133051;0.25279555;-0.12193016 
0.24868822;162.92363572;-0.04322667;-0.05470857;-0.18892244;0.04317216;0.00167636;-0.00358019 
0.25518179;163.17881751;-0.03428181;-0.01961549;-0.17947298;0.01278462;0.47285548;0.11980654 
0.24249554;163.42131305;-0.06626488;0.05184181;-0.14172475;0.04416105;-0.12561700;0.26822275 
0.25493526;163.67624831;-0.04168595;-0.00071807;-0.03448160;-0.10704920;0.07882943;0.48615542 
0.26344609;163.93969440;-0.09353350;0.01407840;0.05300684;-0.06433158;-0.18415956;0.26366714 
0.24179435;164.18148875;-0.08714702;-0.01071013;0.14828512;-0.08536433;-0.04808296;0.45239174 
0.24361420;164.42510295;-0.08204979;-0.03341029;0.27840450;0.12242731;-0.04852973;0.53611434 
0.25616598;164.68126893;-0.08153854;0.00491773;0.40166226;0.10139301;0.11168512;0.35377994 
0.25004148;164.93131042;-0.08590464;0.01292025;0.44109732;-0.02278621;0.03175894;0.07915963 
0.24000764;165.17131805;-0.09238978;-0.01319059;0.43086731;0.02317685;-0.05971190;-0.23710054 
0.25002623;165.42134428;-0.10516881;0.00585432;0.31377202;-0.09759086;0.24446191;-0.58912146 
0.25492287;165.67626715;-0.08371060;-0.02005631;0.11965659;0.14007670;-0.05968613;-0.94195646 
0.25498319;165.93125033;-0.06817100;-0.04590078;-0.14191906;-0.08625285;0.08715444;-1.08516431 
0.24350524;166.17475557;-0.01885215;-0.07779849;-0.42461574;0.17889886;0.01733012;-1.16854095 
0.26153874;166.43629432;-0.01953796;-0.05896278;-0.74888921;-0.04144399;0.13797858;-1.44109285 
0.23853040;166.67482471;0.02817461;-0.07205676;-1.15210652;0.15514937;-0.15693368;-1.74584544 
0.25899601;166.93382072;0.07488496;-0.07122096;-1.59415138;-0.16213404;-0.09973425;-1.66041100 
0.24746394;167.18128467;0.12116656;-0.13632247;-1.92612302;0.22213440;-0.19282378;-0.87628853 
0.23980355;167.42108822;0.12450716;-0.09539631;-2.00005341;-0.28304836;0.38531345;0.08669453 
0.24992585;167.67101407;0.05443491;-0.04596245;-1.89226377;-0.06363068;0.06932172;0.65283716 
0.25324273;167.92425680;0.02159327;-0.04624943;-1.74159896;-0.25601271;0.03308463;0.54998380 
0.24165845;168.16591525;0.01492427;-0.07435332;-1.56318557;-0.07127883;0.19127952;0.79957765 
0.25847578;168.42439103;-0.01585641;-0.05518574;-1.38229907;0.03094775;-0.15307258;0.68644834 
0.24647832;168.67086935;-0.00753101;-0.06132586;-1.23387980;0.02705868;0.20088582;0.48341158 
0.26008749;168.93095684;0.01457324;-0.01621605;-1.17542791;0.07233504;0.07468344;0.06166389 
0.24852848;169.17948532;0.04470187;-0.07069591;-1.19561839;0.09561380;-0.18793678;-0.18142992 
0.24690294;169.42638826;0.05031061;-0.02322808;-1.25410759;0.14398442;0.19785663;-0.26588744 
0.25996161;169.68634987;0.06385393;0.00407853;-1.31720352;0.00569589;-0.02774616;-0.25136381 
0.23980117;169.92615104;0.06642958;0.00216605;-1.37523293;-0.04019394;0.00726169;-0.18835515 
0.24488759;170.17103863;0.06731523;0.04034046;-1.41921175;-0.09567575;0.24718852;-0.14843197 
0.25484395;170.42588258;0.08104984;0.08540998;-1.45019674;-0.08546997;0.02665299;-0.12267338 
0.23988128;170.66576385;0.06200199;0.04973406;-1.46893430;-0.08268983;-0.04052746;-0.01234687 
0.25510287;170.92086673;0.06212256;0.03076540;-1.44890857;0.09743638;-0.20541969;0.15968661 
0.26511121;171.18597794;0.07537451;-0.01454753;-1.35277355;-0.13743415;0.07767820;0.52075446 
0.23988056;171.42585850;0.04371440;0.00491928;-1.21520448;0.00317778;-0.10881569;0.66612554 
0.24883008;171.67468858;0.05086989;0.03700225;-1.04997873;-0.18090279;0.72015852;0.54765278 
0.24293995;171.91762853;0.00537906;0.09962182;-0.94676208;-0.09755847;-0.15982699;0.26602226 
0.25293469;172.17056322;0.03029503;0.05366288;-0.90572053;-0.02937237;-0.10174984;0.12780520 
0.25373220;172.42429543;0.00069792;0.02065377;-0.88488978;0.03788858;-0.08844440;0.08643191 
0.24631619;172.67061162;-0.02000512;-0.00003023;-0.90312713;-0.26256689;0.10029025;-0.22814661 
0.26018572;172.93079734;-0.03452808;0.01360033;-0.99175656;0.12306846;0.00262548;-0.39803576 
0.24317646;173.17397380;-0.02683722;0.01962869;-1.08115852;0.07470576;-0.01632615;-0.25661474 
0.24145913;173.41543293;-0.01015224;-0.02331896;-1.09461546;0.04153925;-0.18591934;0.14679426 
0.25843954;173.67387247;-0.02221497;-0.03550999;-0.99921376;-0.11993697;0.10128397;0.54512358 
0.24676085;173.92063332;-0.03571231;-0.04915589;-0.85855597;0.10576530;-0.29359424;0.51116639 
0.26018023;174.18081355;-0.02914917;-0.08699820;-0.75617176;0.14968294;0.03671120;0.24230026 
0.24348950;174.42430305;0.01455795;-0.07915564;-0.75569814;0.15853439;0.03440455;-0.12540510 
0.25237393;174.67667699;0.03846771;-0.09994221;-0.80492985;0.09768381;-0.10872628;-0.21363238 
0.25386620;174.93054318;0.04471718;-0.10723215;-0.83223963;-0.04078816;-0.06218021;-0.12931779 
0.23995423;175.17049742;0.01987874;-0.20595923;-0.89302915;-0.08026541;-0.64238364;-0.31236985 
0.24997830;175.42047572;0.08459701;-0.30627176;-0.98662734;0.32671422;0.15598576;-0.34129363 
0.26002026;175.68049598;0.08461946;-0.22015189;-1.05701888;-0.26700193;0.27708703;-0.23607172 
0.24506068;175.92555666;0.04297834;-0.10921640;-1.07912099;-0.19600935;0.35821298;-0.06004365 
0.24487257;176.17042923;0.00542283;-0.06920072;-1.09513068;-0.03247273;-0.04969854;-0.07968153 
0.25363183;176.42406106;0.03182472;-0.09210191;-1.11983323;0.06769381;0.05863116;-0.07049987 
0.26672697;176.69078803;0.03904269;-0.06997294;-1.10656190;0.01100809;0.02439146;0.21196914 
0.22980356;176.92059159;0.02785322;-0.06139626;-1.06083679;0.09161024;0.02078754;0.13808450 
0.25373054;177.17432213;0.04402312;-0.06990083;-1.04091775;0.03216666;0.00384758;0.07220940 
0.24632716;177.42064929;0.03827733;-0.07766530;-1.02818429;0.01610117;0.02991841;0.04113996 
0.26888084;177.68953013;0.03635863;-0.07034811;-1.02182221;-0.09474667;0.17034616;-0.00179684 
0.23413014;177.92366028;0.02492968;-0.05810118;-0.99760634;0.07261966;-0.01486584;0.15093547 
0.24716091;178.17082119;0.02760908;-0.07554782;-0.97309047;-0.11195108;-0.07876104;0.00688246 
0.25365424;178.42447543;0.03349017;-0.07564105;-0.97770065;0.08543497;-0.01358356;-0.02377689 
0.24827218;178.67274761;0.02690113;-0.09382365;-0.99263108;0.08216477;-0.01795552;-0.04251586 
0.24855947;178.92130709;0.03414035;-0.09288435;-0.98711145;-0.04820778;0.01185549;0.05538437 
0.24926257;179.17056966;0.03720590;-0.09362692;-0.96757847;-0.02533497;-0.10186973;0.06405459 
0.25501561;179.42558527;0.04439887;-0.10735468;-0.94483846;0.05698340;-0.04913247;0.07185598 
0.24484587;179.67043114;0.03689346;-0.10580464;-0.93866390;-0.01551235;-0.13910435;-0.05651285 
0.24995041;179.92038155;0.03904849;-0.10419928;-0.96140277;-0.10970563;0.08514901;-0.05715973 
0.24998498;180.17036653;0.03759247;-0.08501116;-0.95151567;-0.04943646;0.05202654;0.08642726 
0.24499583;180.41536236;0.04192540;-0.09270477;-0.93217176;0.12463058;-0.09596813;0.10874497 
0.25392652;180.66928887;0.05889725;-0.08508295;-0.91803962;-0.07630379;0.15503466;0.04563642 
0.25111866;180.92040753;0.05874420;-0.09422746;-0.90950549;0.07128043;0.04840684;0.02046095 
0.24488258;181.16529012;0.07007762;-0.09096883;-0.91684985;0.02812042;-0.07473589;-0.04912143 
0.26003814;181.42532825;0.06233032;-0.08436883;-0.92713654;0.06668089;0.02033003;-0.01945603 
0.24870276;181.67403102;0.04965850;-0.07186954;-0.92900109;0.04461509;0.01086395;-0.02322164 
0.24630189;181.92033291;0.02782579;-0.06285781;-0.93023103;-0.05890869;-0.08133846;0.00860753 
0.25492358;182.17525649;0.03133653;-0.06709124;-0.92390424;0.02656558;-0.09989916;0.06035217 
0.24499941;182.42025590;0.02457774;-0.06100229;-0.91815603;0.03454142;0.02829430;-0.03281040 
0.24829769;182.66855359;0.02632977;-0.03967692;-0.91687822;0.00735951;0.13107373;0.02406742 
0.26871061;182.93726420;0.03626028;-0.04371635;-0.91054422;-0.33456695;-0.11319854;0.04620554 
0.23333859;183.17060280;-0.00181238;-0.07029009;-0.90857553;-0.12059989;-0.00173766;-0.03328238 
0.26004314;183.43064594;0.02739185;-0.11982059;-0.92621928;0.17674032;-0.22040644;-0.10296871 
0.23982334;183.67046928;0.05669096;-0.17775841;-0.93709880;-0.19881465;-0.03878500;0.03177135 
0.25008130;183.92055058;0.01561582;-0.13651855;-0.93682021;-0.01545969;0.06031991;-0.04019060 
0.27024436;184.19079494;0.04546665;-0.15704358;-0.94208527;0.07795695;-0.17142372;-0.03035480 
0.23377466;184.42456961;0.06400944;-0.20837288;-0.95236534;0.23595090;-0.04208425;-0.03543036 
0.25593495;184.68050456;0.06319525;-0.19219837;-0.97105598;-0.15014902;0.13557270;-0.06780212 
0.23989367;184.92039824;0.04381378;-0.13647975;-0.97471780;-0.11069568;0.03997948;-0.00290338 
0.25230694;185.17270517;0.06072983;-0.11606901;-0.96789652;0.02049861;0.09925063;0.05886132 
0.24868464;185.42138982;0.06981283;-0.15861151;-0.95864707;0.01798317;-0.10790818;0.01501219 
0.25951147;185.68090129;0.05036844;-0.15212023;-0.94306648;0.07644015;-0.03914416;0.06985483 
0.24995446;185.93085575;0.06257545;-0.14660540;-0.93428952;0.18477598;0.25147367;0.02872054 
0.24489212;186.17574787;0.06140244;-0.11252401;-0.91901648;-0.10778764;-0.05583286;-0.00420290 
0.24312854;186.41887641;0.08059191;-0.15139556;-0.92786992;0.21528339;-0.23260647;-0.03557453 
0.26202583;186.68090224;0.09942590;-0.19365567;-0.94625813;0.04374982;-0.02121365;-0.05663247 
0.23993540;186.92083764;0.06615055;-0.15718092;-0.93140173;-0.22797151;0.25036144;0.01888615 
0.25385094;187.17468858;0.04863336;-0.09551406;-0.91987771;0.17684244;0.20586216;0.00939109 
0.25108814;187.42577672;0.04365972;-0.06358031;-0.92064023;0.06260197;0.16602381;-0.00610237 
0.24311018;187.66888690;0.04934911;-0.04161254;-0.92864823;-0.04638075;-0.00033974;-0.03349137 
0.25322270;187.92210960;0.04064498;-0.03645327;-0.95176113;-0.03902134;0.05144149;-0.12224868 
0.24904442;188.17115402;0.02954331;-0.04160527;-0.98060727;-0.04200529;-0.01892034;-0.07265157 
0.25506282;188.42621684;0.01948679;0.00095590;-0.98386449;0.04605872;0.40276769;0.08425441 
0.24292374;188.66914058;0.01434000;0.00937669;-0.94576937;0.13482757;-0.25558063;0.14072733 
0.25162458;188.92076516;0.05298059;-0.04678305;-0.93265283;0.20573084;-0.16825624;0.02137905 
0.26381469;189.18457985;0.06434665;-0.09895810;-0.94513071;-0.15786821;0.12243709;-0.08977205 
0.23840809;189.42298794;0.06960215;-0.08713261;-0.97493458;0.19499138;-0.00822797;-0.16111574 
0.24847698;189.67146492;0.09644420;-0.10725027;-1.01507926;-0.05251737;-0.04420537;-0.10299950 
0.24981070;189.92127562;0.08187441;-0.13052885;-1.02004743;0.08263928;-0.00965573;0.03821419 
0.26005316;190.18132877;0.06992917;-0.18471171;-1.01462078;0.02087214;-0.18557909;0.00147589 
0.23903203;190.42036080;0.07629292;-0.21696757;-1.03917098;0.05933093;-0.06819098;-0.09033535 
0.25083756;190.67119837;0.07797717;-0.22167978;-1.05503023;-0.13468942;0.10979919;-0.02278133 
0.24830770;190.91950607;0.05574253;-0.21281061;-1.04207945;-0.00937342;0.05443138;0.12056047 
0.25166202;191.17116809;0.04960822;-0.21470982;-1.01068842;0.05588259;-0.03540880;0.11281119 
0.25496507;191.42613316;0.05047895;-0.22746308;-0.99143213;-0.06824363;-0.01073611;0.07361411 
0.24510026;191.67123342;0.03375984;-0.24408957;-0.98751783;-0.05534637;0.00815913;-0.04741951 
0.25077510;191.92200851;0.03385825;-0.25255138;-1.00576544;0.04420031;0.03066523;-0.07456616 
0.25317860;192.17518711;0.02490144;-0.24940783;-1.02113283;-0.07721290;0.06415226;-0.02692383 
0.24334121;192.41852832;0.01793146;-0.24853981;-1.01594377;0.04345270;0.01320487;0.04165268 
0.25243974;192.67096806;0.02064202;-0.18011996;-1.01750743;0.12087127;0.71200359;-0.03134829 
0.25497103;192.92593908;0.02205999;-0.04648150;-1.01041770;-0.15725233;0.41956508;-0.01568375 
0.24510503;193.17104411;0.02323668;0.03245714;-1.01243341;-0.02346383;0.45539731;0.03813969 
0.25495291;193.42599702;0.02263655;0.05624239;-1.02222693;-0.05556161;0.05902866;-0.08835348 
0.24862170;193.67461872;0.02622650;0.05774764;-1.03806925;-0.04795010;-0.04040366;-0.00712031 
0.24810839;193.92272711;0.03234777;0.05430982;-1.03938425;0.04827440;0.04736779;0.06078892 
0.25843000;194.18115711;0.02963318;0.05675849;-1.03315616;-0.17749688;-0.00122563;-0.02653312 
0.24355245;194.42470956;0.01141848;-0.03745060;-1.06540263;0.01403688;-0.73551142;-0.17552671 
0.26136374;194.68607330;0.00884096;-0.09755803;-1.09374070;-0.00140619;0.03354032;-0.01093979 
0.23811674;194.92419004;-0.01068284;-0.08867706;-1.08241117;-0.07509738;0.02680076;0.07560579 
0.25674438;195.18093443;-0.00506726;-0.06315742;-1.05158460;-0.13541213;0.17020085;0.09410062 
0.23814487;195.41907930;-0.03463050;0.01272292;-1.02838814;0.02911369;-0.03217544;0.08467969 
0.25174403;195.67082334;-0.01276882;-0.05951342;-1.02010274;-0.00482197;-0.32874393;-0.01955009 
0.25328422;195.92410755;0.00943203;-0.07418713;-1.03261745;0.05442733;-0.01066817;-0.04276894 
0.24666333;196.17077088;0.00378590;-0.07666591;-1.03770256;0.10427426;-0.00747370;-0.02570607 
0.25383997;196.42461085;0.02431334;-0.07243482;-1.03994775;0.08989172;-0.04152172;-0.00789507 
0.24616551;196.67077637;0.02879423;-0.06642334;-1.03841972;-0.05659214;0.05145748;0.04820324 
0.25392842;196.92470479;0.02347431;-0.06670332;-1.02629340;-0.03882652;0.00317022;0.07275951 
0.24595261;197.17065740;0.02958130;-0.06114485;-1.01177812;-0.03878836;-0.00278506;0.02617285 
0.25349927;197.42415667;0.02264014;-0.07615938;-1.02045965;-0.00985868;-0.12036996;-0.03730583 
0.25902867;197.68318534;0.03332348;-0.11740936;-0.95431370;0.19549988;-0.13471285;0.56007725 
0.23802471;197.92121005;0.00059004;-0.09153462;-0.79311764;-0.12389915;0.22093764;0.68364346 
0.26454449;198.18575454;-0.02863384;-0.08412979;-0.56612146;0.11587076;-0.09728911;1.12388337 
0.23978114;198.42553568;-0.05814270;-0.05105589;-0.28150570;-0.19125247;0.18960392;1.04753041 
0.25030923;198.67584491;-0.09455824;0.00520828;-0.10131212;0.02726265;0.16008140;0.52148294 
0.25322294;198.92906785;-0.05784242;-0.05295571;-0.01747795;0.19773871;-0.26334369;0.21439350 
0.24168253;199.17075038;-0.04387327;-0.14625148;0.01113920;0.12929061;-0.47684735;-0.02614155 
0.24996281;199.42071319;-0.05938222;-0.19827026;-0.01648920;0.06807989;-0.06568662;-0.16950482 
0.25317430;199.67388749;-0.03858590;-0.21158719;-0.06528604;0.02532067;-0.01068918;-0.19421579 
0.25153303;199.92542052;-0.02604017;-0.21722130;-0.10325314;-0.03461998;-0.18010890;-0.08685990 
0.24002624;200.16544676;-0.02841979;-0.24001089;-0.10769811;-0.11502666;0.14850004;0.07456630 
0.24995446;200.41540122;-0.07438196;-0.23064183;-0.08848550;-0.22045712;0.01206966;0.04999068 
0.25509334;200.67049456;-0.09453658;-0.22390987;-0.08572984;0.00157871;0.05189216;-0.00551273 
0.24801421;200.91850877;-0.11986425;-0.22127531;-0.09605961;-0.15416989;-0.05907987;-0.08304899 
0.24786425;201.16637301;-0.10090366;-0.23225011;-0.12303044;-0.02840480;0.04603804;-0.13138995 
0.25408435;201.42045736;-0.09984735;-0.25307319;-0.13500746;0.03005966;-0.06390361;0.08717855 
0.25997376;201.68043113;-0.08662599;-0.28859535;-0.01210246;0.23886681;-0.05718490;0.73259193 
0.23980880;201.92023993;-0.10830454;-0.22612509;0.23153780;0.21778041;0.15399840;1.12257206 
0.24825096;202.16849089;-0.13055691;-0.15680256;0.53955889;0.14495286;0.09336522;1.23473930 
0.26381922;202.43231010;-0.12986633;-0.10904714;0.78888988;0.06275234;0.12433865;0.80013144 
0.24302506;202.67533517;-0.10552441;-0.04922941;0.91560638;0.37571266;0.13419430;0.31804621 
0.26845884;202.94379401;-0.10746405;0.00716148;0.94016981;-0.20779249;0.08188110;-0.03542024 
0.22257233;203.16636634;-0.12095124;0.03959150;0.90040857;0.05666567;0.08315807;-0.19160773 
0.26428151;203.43064785;-0.09348393;0.04138725;0.84837091;0.16354370;0.08278289;-0.20364158 
0.24323463;203.67388248;-0.09738514;0.03869339;0.80637193;-0.07848846;0.19894850;-0.17570163 
0.24682856;203.92071104;-0.10490888;0.03172499;0.75675994;-0.07696604;0.02353381;-0.27441514 
0.25337243;204.17408347;-0.15470503;0.07013104;0.65167403;0.05035070;0.16819587;-0.41269845 
0.24677134;204.42085481;-0.10951140;0.07367099;0.48695672;0.27511442;0.01182217;-0.91443729 
0.25993156;204.68078637;-0.07607046;0.05292735;0.22193500;0.22381140;0.12411840;-1.16196668 
0.24499178;204.92577815;-0.06333448;0.09912642;-0.12812895;0.34535655;0.82112950;-1.39687157 
0.24853039;205.17430854;-0.05893656;0.21590608;-0.42983499;0.25639239;0.23860657;-0.89882070 
0.24893355;205.42324209;0.00803591;0.19863704;-0.61106992;0.38572845;-0.13680665;-0.58166575 
0.24957275;205.67281485;-0.01354907;0.20896557;-0.70390242;-0.21275698;-0.02271677;-0.14368893 
0.25798941;205.93080425;0.02547843;0.11760258;-0.72251105;0.02278245;-0.46091661;0.01736733 
0.24480343;206.17560768;0.01628038;0.03487673;-0.68755686;-0.06365713;-0.14500242;0.24387175 
0.25505185;206.43065953;-0.04121485;0.13609205;-0.60064316;-0.09980112;0.43210939;0.38086632 
0.23994279;206.67060232;-0.06350692;0.12629785;-0.52277082;-0.04311288;-0.07173876;0.23456411 
0.25350809;206.92411041;-0.07870874;0.21221426;-0.47305834;0.08744016;0.46928528;0.17141186 
0.25905824;207.18316865;-0.04827590;0.22488028;-0.47155482;0.17155451;-0.10866777;-0.11070693 
0.24773860;207.43090725;-0.03469733;0.22732605;-0.49075308;0.08157033;0.09292296;-0.00003731 
0.24310255;207.67400980;-0.05824129;0.28786582;-0.47168925;-0.18040723;0.27221882;0.15163694 
0.27209544;207.94610524;-0.06440337;0.27743798;-0.45774725;-0.07759064;-0.03308366;-0.03639568 
0.23415351;208.18025875;-0.03851056;0.17894900;-0.47861511;-0.00151046;-0.35755697;-0.08566231 
0.23997450;208.42023325;-0.06320478;0.19872007;-0.47018844;-0.16500637;-0.00141047;0.10864229 
0.25820851;208.67844176;-0.04797595;-0.00420363;-0.44529364;0.27187541;-0.58592480;-0.00767035 
0.24176478;208.92020655;-0.10540292;-0.01261653;-0.41920069;-0.13139327;0.06863306;0.12738453 
0.25828528;209.17849183;-0.04855894;-0.04641953;-0.42266542;0.19477218;-0.17852031;-0.17843506 
0.24435711;209.42284894;0.03375107;-0.09820126;-0.49638006;0.20168178;-0.08719274;-0.25541177 
0.24837637;209.67122531;-0.00029426;-0.04111904;-0.52465612;0.19760007;-0.16982725;-0.01954310 
0.25395703;209.92518234;0.01888704;0.10173334;-0.50679976;-0.64145219;0.78909349;0.04738199 
0.24800944;210.17319179;-0.02393713;0.12048847;-0.49690425;-0.00783406;-0.08998472;0.08289977 
0.24680305;210.41999483;-0.06244393;0.11656701;-0.45154068;-0.14302284;-0.55042189;0.21861510 
0.25009370;210.67008853;-0.05851141;-0.01903867;-0.40286827;-0.08796317;-0.60176378;0.12142055 
0.25000691;210.92009544;-0.06396601;-0.09182549;-0.36391324;0.11941439;0.17454997;0.14798744 
0.25482464;211.17492008;-0.06240606;0.00663789;-0.33050004;0.12984179;0.11462297;0.13097320 
0.25534511;211.43026519;-0.04336405;-0.02731899;-0.33635890;0.14696597;-0.15166266;-0.15550056 
0.24382854;211.67409372;-0.00718021;-0.06729551;-0.40590554;0.25370848;-0.32530755;-0.37618357 
0.24826455;211.92235827;0.03094144;-0.22759093;-0.50416708;-0.04569280;-0.56460333;-0.27175507 
0.24793315;212.17029142;0.04065231;-0.36304063;-0.54060566;-0.07996875;-0.09289373;-0.02196473 
0.25749135;212.42778277;-0.05489676;-0.20141362;-0.52068585;-0.46773228;0.93672973;0.20639019 
0.24429989;212.67208266;-0.11534870;-0.08056920;-0.46803465;-0.11104476;0.08488509;0.22974281 
0.25862765;212.93071032;-0.14505289;-0.07595585;-0.41124302;0.10137218;-0.15664960;0.19909215 
0.25492144;213.18563175;-0.09370476;-0.12634911;-0.37375230;0.19404125;-0.10525918;0.06754335 
0.23476768;213.42039943;-0.06607128;-0.13532193;-0.36760759;0.04798289;-0.02532138;0.00788833 
0.25743103;213.67783046;-0.05781338;-0.14160423;-0.36657637;0.10501899;0.03425068;-0.01999513 
0.25008893;213.92791939;-0.03856270;-0.14022449;-0.38743401;0.12665209;0.11176269;-0.11706093 
0.23991489;214.16783428;0.01076231;-0.15491919;-0.42463279;0.22671004;-0.09816585;-0.19966380 
0.25359726;214.42143154;0.05133792;-0.16481143;-0.48103762;-0.01577198;0.08335847;-0.21113048 
0.24894619;214.67037773;0.03676880;-0.14136067;-0.52814025;-0.06382758;0.08036774;-0.19589590 
0.25324178;214.92361951;-0.01869567;-0.10164518;-0.57016164;-0.27046308;0.16514252;-0.11027210 
0.24801970;215.17163920;-0.05587435;-0.06969415;-0.57419407;-0.18882044;0.11174986;0.07816780 
0.25831366;215.42995286;-0.06049490;-0.05016572;-0.53781098;-0.03475717;0.05022490;0.22797681 
0.25516152;215.68511438;-0.07928462;-0.02367149;-0.48111311;-0.03258899;0.03963585;0.17579731 
0.23806643;215.92318082;-0.07140812;-0.02757563;-0.46081275;0.16407919;-0.09699719;0.01136234 
0.24786019;216.17104101;-0.04404251;-0.03879385;-0.45584542;0.10630634;0.03062005;0.03355093 
0.25380230;216.42484331;-0.03377552;-0.03231995;-0.45992708;0.18372776;-0.08361319;-0.11282016 
0.24882507;216.67366838;-0.00184565;-0.04440224;-0.48835906;0.03455368;-0.01762764;-0.06447958 
0.24879241;216.92246079;-0.00258105;-0.03787251;-0.47081336;0.08740672;0.06064612;0.20149268 
0.25507474;217.17753553;0.00595204;-0.02357166;-0.41899195;0.04878008;0.18761572;0.20758058 
